Date,base,weather,econ,dist,price,promotion,m_wow_tv,m_wow_olv,m_wow_social,m_amaze_tot,m_celeb_tv,m_celeb_outdoor,m_celeb_display,comp,model
2022-05-03,1048162.8058498149,-2887.9252291024395,63162.66288807499,1685.6802362332455,87711.61690706597,57326.52433768203,0.00011044706584816023,2.7204638946379017e-07,-8.310778361886111e-15,17549.063033365906,0.0,0.0,0.0,-14946.871417866243,1257763.5567159872
2022-05-10,1048162.8058498149,-12007.796724272865,63162.66288807499,1685.6802362332455,87711.61690706597,57326.52433768203,7.731294609371216e-05,1.6322783367827411e-07,-4.155389180943056e-15,12284.344123356133,0.0,0.0,0.0,-4621.340228594787,1253704.4974668357
2022-05-17,1048162.8058498149,-3899.049691834457,63162.66288807499,1685.6802362332455,87711.61690706597,24568.510430435155,5.41190622655985e-05,9.793670020696445e-08,-2.077694590471528e-15,8599.040886349294,0.0,0.0,0.0,-28295.136660963668,1201696.1308993925
2022-05-24,1040967.6001529278,24824.86561633616,63162.66288807499,1685.6802362332455,87711.61690706597,0.0,3.788334358591895e-05,5.876202012417867e-08,-1.038847295235764e-15,6019.328620444505,0.0,0.0,0.0,-34550.110943971245,1189821.6435150534
2022-05-31,976577.8535594639,8702.62733946325,63162.66288807499,1685.6802362332455,87711.61690706597,0.0,2.651834051014326e-05,3.52572120745072e-08,-5.19423647617882e-16,4213.530034311154,0.0,0.0,0.0,-41703.791885806946,1100350.179105359
2022-06-07,964647.0281777388,-2397.512303982948,73135.71492303419,1685.6802362332455,87711.61690706597,16379.006953623437,1.856283835710028e-05,2.1154327244704318e-08,-2.59711823808941e-16,2949.4710240178074,0.0,0.0,0.0,-21569.225237104085,1122541.7806992105
2022-06-14,964647.0281777388,-4020.3788498373233,73135.71492303419,1685.6802362332455,87711.61690706597,87745.7148345035,1.2993986849970196e-05,1.269259634682259e-08,-1.298559119044705e-16,2064.6297168124647,0.0,0.0,0.0,-38997.217111657206,1173972.7888469005
2022-06-21,989978.4357445302,19664.247835656326,73135.71492303419,1685.6802362332455,87711.61690706597,110560.1077071196,9.095790794979135e-06,7.615557808093553e-09,-6.492795595223524e-17,1445.2408017687253,0.0,0.0,0.0,-33490.52659682422,1250690.5175676872
2022-06-28,964647.0281777388,20618.38750123059,73135.71492303419,1685.6802362332455,87711.61690706597,110560.1077071196,6.367053556485395e-06,4.569334684856132e-09,-3.246397797611762e-17,1011.6685612381076,0.0,0.0,0.0,-45640.34661933371,1213729.8574006984
2022-07-05,964647.0281777388,-20999.888413205306,88095.2929754731,1685.6802362332455,87711.61690706597,110560.1077071196,4.4569374895397755e-06,2.741600810913679e-09,-1.623198898805881e-17,708.1679928666753,0.0,0.0,0.0,-16682.485685276195,1215725.5199024754
2022-07-12,964647.0281777388,-31572.875840473913,88095.2929754731,1685.6802362332455,87711.61690706597,47382.90330305125,3.1198562426778426e-06,1.6449604865482075e-09,-8.115994494029405e-18,495.71759500667264,0.0,0.0,0.0,-18162.440713962395,1140282.9226432543
2022-07-19,989978.4357445302,-13959.751570706892,88095.2929754731,1685.6802362332455,87711.61690706597,0.0,2.1838993698744896e-06,9.869762919289244e-10,-4.057997247014703e-18,347.00231650467083,0.0,0.0,0.0,-23290.008987070938,1130568.2676242143
2022-07-26,964647.0281777388,-27367.420714561387,88095.2929754731,1685.6802362332455,105253.94028847909,0.0,1.5287295589121426e-06,5.921857751573546e-10,-2.0289986235073514e-18,242.9016215532696,0.0,0.0,0.0,-52341.24802281553,1080216.1745636303
2022-08-02,964647.0281777388,6814.003201027954,76460.06560135388,1685.6802362332455,105253.94028847909,0.0,1.0701106912384998e-06,3.5531146509441274e-10,-1.0144993117536757e-18,170.0311350872887,0.0,0.0,0.0,-26675.09859875052,1128355.6500422403
2022-08-09,964647.0281777388,6355.354607622705,76460.06560135388,1685.6802362332455,105253.94028847909,30419.190496821466,7.490774838669498e-07,2.1318687905664766e-10,-5.072496558768378e-19,119.02179456110208,0.0,0.0,0.0,-33980.958458856556,1150959.322744703
2022-08-16,964647.0281777388,3117.0231926319875,76460.06560135388,1685.6802362332455,105253.94028847909,53233.58336943757,5.243542387068648e-07,1.2791212743398857e-10,-2.536248279384189e-19,83.31525619277146,0.0,0.0,0.0,-25307.81880530458,1179172.8173172874
2022-08-23,989978.4357445302,-2448.7697437873726,76460.06560135388,1685.6802362332455,105253.94028847909,53233.58336943757,3.670479670948053e-07,7.674727646039315e-11,-1.2681241396920946e-19,58.32067933494001,0.0,0.0,0.0,-22253.041044384157,1201968.215131564
2022-08-30,987092.6932443216,-31287.287551679176,76460.06560135388,1685.6802362332455,105253.94028847909,53233.58336943757,2.569335769663637e-07,4.6048365876235885e-11,-6.340620698460473e-20,40.824475534458,0.0,0.0,0.0,-29977.351040352725,1162502.148623585
2022-09-06,996070.9592709545,19946.637233764875,81446.5916188336,1685.6802362332455,105253.94028847909,85991.59727668445,1.7985350387645457e-07,2.7629019525741533e-11,-3.1703103492302365e-20,28.5771328741206,0.0,0.0,0.0,-18423.914451398916,1272000.0686066048
2022-09-13,996070.9592709545,11254.271053257426,81446.5916188336,1685.6802362332455,105253.94028847909,110560.1077071196,1.258974527135182e-07,1.6577411715444917e-11,-1.5851551746151183e-20,20.00399301188442,0.0,0.0,0.0,-18069.920306828484,1288221.6338611867
2022-09-20,1021402.3668377459,21075.320223088762,81446.5916188336,1685.6802362332455,105253.94028847909,110560.1077071196,8.812821689946275e-08,9.94644702926695e-12,-7.925775873075591e-21,14.00279510831909,28706.725264388955,0.0,1577.6424570414802,-17738.385990711522,1353983.9914374154
2022-09-27,1021766.3403844194,16168.531631273196,81446.5916188336,1685.6802362332455,105253.94028847909,110560.1077071196,6.168975182962392e-08,5.96786821756017e-12,-3.962887936537796e-21,9.801956575823363,31525.27284421854,0.0,8217.818569508074,-26323.74558284636,1350310.3396538761
2022-10-04,1056026.8485357063,-4304.831275567064,93912.9066625326,1685.6802362332455,105253.94028847909,80140.91721029812,4.3182826280736737e-08,3.5807209305361016e-12,-1.981443968268898e-21,6.861369603076353,37318.15571634847,0.0,11421.500650034082,-20650.913868973388,1360811.0655247371
2022-10-11,1056026.8485357063,26500.444613054296,93912.9066625326,1685.6802362332455,105253.94028847909,57326.52433768203,3.0227978396515714e-08,2.148432558321661e-12,-9.90721984134449e-22,4.8029587221534475,37943.8445357252,0.0,10233.39091815488,-17718.672426147026,1371169.7106601733
2022-10-18,1056026.8485357063,5328.533526609755,93912.9066625326,1685.6802362332455,105253.94028847909,57326.52433768203,2.1159584877561e-08,1.2890595349929966e-12,-4.953609920672245e-22,3.362071105507413,43212.677805459905,0.0,13142.188186614889,-14545.393468035303,1361347.2681824088
2022-10-25,1070489.916498574,15508.00173471367,93912.9066625326,1685.6802362332455,105253.94028847909,57326.52433768203,1.4811709414292699e-08,7.734357209957979e-13,-2.4768049603361223e-22,2.3534497738551887,41060.213334379136,0.0,14503.952791981179,-31372.280670785658,1368371.2086635777
2022-11-01,1092173.0175717426,-22073.512663588404,93081.81899295258,1685.6802362332455,105253.94028847909,24568.510430435155,1.0368196590004888e-08,4.640614325974787e-13,-1.2384024801680611e-22,1.647414841698632,32030.31949721009,280.27697378647116,17086.23061363935,-9474.958701859317,1334612.9706538832
2022-11-08,1092173.0175717426,-17418.42768609882,93081.81899295258,1685.6802362332455,105253.94028847909,0.0,7.257737613003421e-09,2.784368595584872e-13,-6.192012400840306e-23,1.1531903891890423,24507.911982562375,2065.832125079026,16415.47803719641,-8335.510874902795,1309430.8938636405
2022-11-15,1092173.0175717426,-7563.259961861398,93081.81899295258,1685.6802362332455,105253.94028847909,0.0,5.080416329102394e-09,1.6706211573509232e-13,-3.096006200420153e-23,0.8072332724323296,17155.538387793662,3964.986298176185,11751.59474018278,-4398.776418646021,1313105.3473683302
2022-11-22,1117504.425138534,-30872.83521981916,93081.81899295258,1685.6802362332455,105253.94028847909,0.0,3.5562914303716757e-09,1.0023726944105538e-13,-1.5480031002100764e-23,0.5650632907026307,12008.876871455564,3401.4454433848728,11826.793879994098,-4947.489497100249,1308943.2211974082
2022-11-29,878504.0014213613,-26726.32051953341,93081.81899295258,1685.6802362332455,105253.94028847909,0.0,2.4894040012601726e-09,6.014236166463323e-14,-7.740015501050382e-24,0.39554430349184144,8406.213810018895,2738.395474778529,11843.440322727314,-28082.91917896374,1046704.6463923602
2022-12-06,793036.3949612089,13418.605671846724,95575.0820016925,1685.6802362332455,105253.94028847909,0.0,1.7425828008821208e-09,3.6085416998779934e-14,-3.870007750525191e-24,0.276881012444289,5884.349667013226,1978.9370568001748,9233.562313273755,-16540.187630501165,1009526.6414470609
2022-12-13,793036.3949612089,-2720.818410957878,95575.0820016925,1685.6802362332455,105253.94028847909,0.0,1.2198079606174845e-09,2.165125019926796e-14,-1.9350038752625955e-24,0.1938167087110023,4119.044766909257,1385.2559397601221,8404.1538548847,-20480.772476103582,986258.1549788162
2022-12-20,544196.0258606265,-12665.306075598019,95575.0820016925,1685.6802362332455,105253.94028847909,0.0,8.538655724322391e-10,1.2990750119560774e-14,-9.675019376312978e-25,0.13567169609770158,2883.33133683648,969.6791578320855,9325.644907650063,-24676.757414800886,722547.4559706479
2022-12-27,602257.142661054,-10929.40918646105,95575.0820016925,1685.6802362332455,82887.47797717724,32758.013907246874,5.977059007025674e-10,7.794450071736464e-15,-4.837509688156489e-25,0.0949701872683911,2018.3319357855362,678.7754104824598,8757.976181485546,-22168.62727831908,793520.5388165653
2023-01-03,830768.4467050205,-4516.937267574405,49034.17250521609,1685.6802362332455,82838.74930111773,57326.52433768203,4.1839413049179717e-10,4.676670043041879e-15,-2.4187548440782444e-25,0.06647913108787376,5347.7632000649655,475.1427873377218,9697.981589490984,-28759.431218736034,1003898.1586549847
2023-01-10,830768.4467050205,-26592.954593030747,49034.17250521609,1685.6802362332455,82838.74930111773,57326.52433768203,2.92875891344258e-10,2.806002025825127e-15,-1.2093774220391222e-25,0.04653539176151163,13639.924251054354,332.5999511364053,6977.95743401759,-32114.130324637023,983897.0163392022
2023-01-17,830768.4467050205,-9911.834289096849,49034.17250521609,1685.6802362332455,82838.74930111773,57326.52433768203,2.0501312394098058e-10,1.6836012154950764e-15,-6.046887110195611e-26,0.032574774233058136,19334.687057550673,232.81996579548368,2791.182973607036,-22470.29010227384,1011630.1712656267
2023-01-24,856099.8542718119,-582.3211463207018,49034.17250521609,1685.6802362332455,82838.74930111773,24568.510430435155,1.435091867586864e-10,1.010160729297046e-15,-3.0234435550978055e-26,0.022802341963140696,17411.222939608953,162.97397605683855,1116.4731894428144,-36616.60274281615,995718.7357631279
2023-01-31,876930.6781602541,-8413.504169702333,49034.17250521609,1685.6802362332455,82838.74930111773,0.0,1.0045643073108046e-10,6.060964375782276e-16,-1.5117217775489028e-26,0.015961639374198484,12187.856057726267,114.08178323978699,6540.904954680963,-41562.68854946831,979355.9462409371
2023-02-07,884624.3834027929,-1099.5993711444376,98899.43268001219,1685.6802362332455,82838.74930111773,0.0,7.031950151175633e-11,3.636578625469365e-16,-7.558608887744514e-27,0.01117314756193894,8531.499240408386,79.85724826785089,13272.504921627531,-27199.065947508698,1061633.4528849542
2023-02-14,938880.9490422019,-17635.63987004215,98899.43268001219,1685.6802362332455,82838.74930111773,0.0,4.9223651058229424e-11,2.1819471752816188e-16,-3.779304443872257e-27,0.007821203293357257,5972.04946828587,55.900073787495614,14702.833416656325,-19993.91100119787,1105406.051168258
2023-02-21,1007447.7637898418,-42867.6926993033,98899.43268001219,1685.6802362332455,82838.74930111773,0.0,3.445655574076059e-11,1.3091683051689713e-16,-1.8896522219361285e-27,0.005474842305350079,4180.4346278001085,39.13005165124692,14993.730731443726,-30695.20828884705,1136522.025904792
2023-02-28,1111899.4812000217,11975.910725639527,98899.43268001219,1685.6802362332455,82838.74930111773,0.0,2.4119589018532415e-11,7.855009831013828e-17,-9.448261109680642e-28,0.0038323896137450555,2926.3042394600757,544.5767692439093,13550.628762192775,-50078.232692649275,1274242.5350536613
2023-03-07,1133530.0020295167,12735.730941070287,102223.783358332,1685.6802362332455,82838.74930111773,0.0,1.6883712312972688e-11,4.713005898608296e-17,-4.724130554840321e-28,0.0026826727296215386,2048.4129676220527,2438.270613076946,10503.928047805673,-25754.31042148048,1322250.2497559667
2023-03-14,1133530.0020295167,7541.068490773836,102223.783358332,1685.6802362332455,82838.74930111773,0.0,1.1818598619080882e-11,2.8278035391649776e-17,-2.3620652774201606e-28,0.001877870910735077,1433.889077335437,2029.1621162865067,10627.629626061678,-22775.29746064925,1319134.668652879
2023-03-21,1158861.4095963081,-10107.015554990601,102223.783358332,1685.6802362332455,82838.74930111773,32758.013907246874,8.273019033356618e-12,1.6966821234989863e-17,-1.1810326387100803e-28,0.001314509637514554,1003.7223541348059,2034.5328485295959,11941.72888659951,-32460.870943841757,1350779.735304179
2023-03-28,1103277.5439160005,-51606.116298660214,102223.783358332,1685.6802362332455,82838.74930111773,57326.52433768203,5.791113323349632e-12,1.0180092740993919e-17,-5.905163193550401e-29,0.0009201567462601876,702.605647894364,1701.8877695183892,16668.52026801696,-50856.05622432209,1263963.1232319695
2023-04-04,1104445.3205624684,17766.046997679354,94743.99433211249,1685.6802362332455,82838.74930111773,57326.52433768203,4.0537793263447426e-12,6.1080556445963504e-18,-2.9525815967752007e-29,0.0006441097223821313,491.82395352605477,1191.3214386628724,9595.108696908193,-35005.49998408116,1335079.0705164187
2023-04-11,1135573.6111608357,26836.453811179505,94743.99433211249,1685.6802362332455,82838.74930111773,57326.52433768203,2.8376455284413193e-12,3.6648333867578104e-18,-1.4762907983876004e-29,0.0004508768056674919,344.2767674682383,833.9250070640106,6817.460274505158,-23241.479346144435,1383759.1963329304
2023-04-18,1135573.6111608357,20538.186888974342,94743.99433211249,1685.6802362332455,20466.043944981997,54987.70092725662,1.9863518699089232e-12,2.1989000320546864e-18,-7.381453991938002e-30,0.0003156137639672443,240.99373722776676,583.7475049448075,4425.296046876996,-34829.0068835714,1298416.2482114867
2023-04-25,1162345.185514661,824.9530103299767,94743.99433211249,1685.6802362332455,20466.043944981997,53233.58336943757,1.3904463089362463e-12,1.3193400192328117e-18,-3.690726995969001e-30,0.000220929634777071,168.69561605943673,1796.8147976032774,1770.1184187507986,-60597.57127755949,1276437.49818354
2023-05-02,1145654.7786700726,-7549.854850437489,95575.0820016925,1685.6802362332455,20466.043944981997,53233.58336943757,9.733124162553723e-13,7.91604011539687e-19,-1.8453634979845004e-30,0.0001546507443439497,118.08693124160571,3848.7580442573653,3032.835453385437,-38477.642275328064,1277587.3516801877
2023-05-09,1145654.7786700726,-807.1139878817102,95575.0820016925,1404.7335301943713,20466.043944981997,53233.58336943757,6.813186913787606e-13,4.749624069238122e-19,-9.226817489922502e-31,0.00010825552104076479,82.66085186912399,6309.39257929099,11303.389904069183,-36292.65582759812,1296929.8951443841
2023-05-16,1145654.7786700726,32187.284552574576,95575.0820016925,1404.7335301943713,20466.043944981997,85991.59727668445,4.769230839651323e-13,2.849774441542873e-19,-4.613408744961251e-31,7.577886472853535e-05,57.86259630838679,7509.113784378872,15981.835665684666,-48881.39604941788,1355946.9360489335
2023-05-23,1170986.186236864,12296.76268313529,95575.0820016925,1404.7335301943713,20466.043944981997,110560.1077071196,3.3384615877559263e-13,1.7098646649257235e-19,-2.3067043724806255e-31,5.304520530997474e-05,40.503817415870756,5660.954616321369,10782.532078525153,-45509.083905363106,1382263.822763932
2023-05-30,1053474.0384977679,21604.208051577967,95575.0820016925,1404.7335301943713,20466.043944981997,110560.1077071196,2.336923111429148e-13,1.0259187989554341e-19,-1.1533521862403128e-31,3.713164371698232e-05,28.352672191109527,3962.6682314249583,12250.377335431831,-61691.22663441676,1257634.3853750967
2023-06-06,1062139.0009979964,-17335.48281316058,104717.04636707169,1404.7335301943713,20466.043944981997,110560.1077071196,1.6358461780004036e-13,6.155512793732605e-20,-5.766760931201564e-32,2.5992150601887624e-05,19.846870533776666,2773.8677619974706,16585.223320764107,-42469.69590872087,1258860.6918047701
2023-06-13,1062139.0009979964,17145.48839008755,104717.04636707169,1404.7335301943713,20466.043944981997,87745.7148345035,1.1450923246002823e-13,3.6933076762395623e-20,-2.883380465600782e-32,1.8194505421321334e-05,13.892809373643665,1941.7074333982296,19778.82545513606,-32926.567847823346,1282425.8859331147
2023-06-20,1087470.4085647878,42212.0952326904,104717.04636707169,1404.7335301943713,20466.043944981997,57326.52433768203,8.015646272201976e-14,2.2159846057437375e-20,-1.441690232800391e-32,1.2736153794924934e-05,9.724966561550564,1359.1952033787607,14487.759505761716,-41446.46278636838,1288007.0688794784
2023-06-27,1062139.0009979964,25777.54896746071,104717.04636707169,1404.7335301943713,20466.043944981997,57326.52433768203,5.610952390541383e-14,1.3295907634462424e-20,-7.208451164001955e-33,8.915307656447453e-06,5658.316734735645,951.4366423651325,14042.766349772055,-81549.58661394857,1210933.8312672265
2023-07-04,1062139.0009979964,15813.655647406315,121338.79975867039,1404.7335301943713,20466.043944981997,57326.52433768203,3.927666673378968e-14,7.977544580677455e-21,-3.6042255820009774e-33,6.240715359513216e-06,8219.305421173698,666.0056496555926,17984.993243808407,-9042.981276065735,1296316.0812617443
2023-07-11,1062139.0009979964,-22156.098992755153,121338.79975867039,1404.7335301943713,20466.043944981997,57326.52433768203,2.7493666713652772e-14,4.786526748406473e-21,-1.8021127910004887e-33,4.368500751659251e-06,9680.972205557635,466.2039547589148,20892.791768902705,-17005.714022251505,1254553.2574881061
2023-07-18,1062139.0009979964,-9606.714699296259,121338.79975867039,1404.7335301943713,20466.043944981997,57326.52433768203,1.9245566699556938e-14,2.8719160490438836e-21,-9.010563955002444e-34,3.057950526161476e-06,8148.418591985726,326.3427683312404,19547.641735732683,-25698.73516702208,1255392.0558023145
2023-07-25,1087470.4085647878,6435.819460361615,121338.79975867039,1404.7335301943713,20466.043944981997,24568.510430435155,1.3471896689689855e-14,1.7231496294263303e-21,-4.505281977501222e-34,2.140565368313033e-06,5703.893014390008,228.43993783186824,13755.477317618568,-54136.87719638908,1227235.2487650237
2023-08-01,1062139.0009979964,-1813.7704649174266,118845.5367499307,1404.7335301943713,20466.043944981997,0.0,9.430327682782898e-15,1.033889777655798e-21,-2.252640988750611e-34,1.4983957578191229e-06,3992.725110073005,159.90795648230775,7722.116717437719,-29131.27738460688,1183785.017159071
2023-08-08,1062139.0009979964,-17165.24227453252,118845.5367499307,1404.7335301943713,20466.043944981997,30419.190496821466,6.601229377948028e-15,6.203338665934787e-22,-1.1263204943753054e-34,1.0488770304733859e-06,2794.9075770511035,111.93556953761542,4933.57906592586,-20347.853938349377,1203601.8317206064
2023-08-15,1062139.0009979964,-281.0536156349608,118845.5367499307,1404.7335301943713,20466.043944981997,53233.58336943757,4.620860564563619e-15,3.7220031995608723e-22,-5.631602471876527e-35,7.342139213313701e-07,1956.4353039357723,78.35489867633079,7246.400248134607,-27515.313885496136,1237573.7215428906
2023-08-22,1087470.4085647878,-31339.12132811846,118845.5367499307,1404.7335301943713,20466.043944981997,53233.58336943757,3.2346023951945332e-15,2.2332019197365234e-22,-2.8158012359382636e-35,5.13949744931959e-07,1369.5047127550406,54.84842907343155,9849.63395193859,-19578.21407025139,1241776.9578552435
2023-08-29,1080095.5330512626,24174.66074365023,118845.5367499307,1404.7335301943713,20466.043944981997,53233.58336943757,2.264221676636173e-15,1.339921151841914e-22,-1.4079006179691318e-35,3.597648214523713e-07,958.6532989285283,38.393900351402074,9927.291101096875,-26140.208736228975,1283004.2209539653
2023-09-05,1093562.932091212,-16089.785640128845,115521.1860716109,1404.7335301943713,20466.043944981997,55572.40677986297,1.584955173645321e-15,8.039526911051484e-23,-7.039503089845659e-36,2.518353750166599e-07,4001.005507437845,26.87573024598145,9570.368730928607,-15480.361469744768,1268555.405276853
2023-09-12,1093562.932091212,-3561.7203446825765,115521.1860716109,1404.7335301943713,20466.043944981997,57326.52433768203,1.1094686215517246e-15,4.82371614663089e-23,-3.5197515449228295e-36,1.762847625116619e-07,20205.738837445573,18.813011172187014,6559.709984128834,-16866.37395036643,1294637.587513555
2023-09-19,1118894.3396580033,-4587.520200996423,115521.1860716109,1404.7335301943713,20466.043944981997,57326.52433768203,7.766280350862072e-16,2.894229687978534e-23,-1.7598757724614148e-36,1.2339933375816333e-07,42385.51469029783,13.16910782053091,4464.205829723534,-26540.32927068168,1329347.8676987598
2023-09-26,1110693.1861668555,-36545.8136689493,115521.1860716109,1404.7335301943713,20466.043944981997,57326.52433768203,5.43639624560345e-16,1.7365378127871203e-23,-8.799378862307074e-37,8.637953363071433e-08,43112.91709261518,9.218375474371635,5521.442657220747,-35836.26594816019,1281673.172559612
2023-10-03,1153518.8213559636,12315.18973503977,118845.5367499307,1404.7335301943713,20466.043944981997,57326.52433768203,3.8054773719224145e-16,1.0419226876722722e-23,-4.399689431153537e-37,6.046567354150002e-08,44559.83096520194,6.452862832060145,8781.441033118976,-19616.33906948435,1397608.2354455215
2023-10-10,1153518.8213559636,21856.475090259588,118845.5367499307,1404.7335301943713,20466.043944981997,57326.52433768203,2.66383416034569e-16,6.251536126033633e-24,-2.1998447155767684e-37,4.232597147905002e-08,34481.32576931678,4.517003982442101,7130.949826021296,-18464.29087987407,1396570.636728501
2023-10-17,1153518.8213559636,1172.3849864452989,118845.5367499307,1404.7335301943713,20466.043944981997,57326.52433768203,1.864683912241983e-16,3.75092167562018e-24,-1.0999223577883842e-37,2.9628180035335012e-08,28412.935565194603,3.161902787709471,12942.39902241551,-13087.812325670433,1381004.7290699547
2023-10-24,1167981.8893188313,10295.288567721469,118845.5367499307,1404.7335301943713,20466.043944981997,57326.52433768203,1.305278738569388e-16,2.2505530053721078e-24,-5.499611788941921e-38,2.0739726024734508e-08,22906.269194300643,2.2133319513966296,27847.271876496816,-10492.170777011997,1416583.6000750992
2023-10-31,1184501.2519582803,-2946.0150536383117,118845.5367499307,1404.7335301943713,20466.043944981997,24568.510430435155,9.136951169985716e-17,1.3503318032232645e-24,-2.7498058944709606e-38,1.4517808217314154e-08,16216.300228769944,1.5493323659776406,23499.121398806066,-43560.49196185341,1342996.5405582874
2023-11-07,1189664.990392,-17861.801984021375,117183.3614107708,1404.7335301943713,19491.470423792372,0.0,6.39586581899e-17,8.101990819339587e-25,-1.3749029472354803e-38,1.0162465752119907e-08,11351.410160138961,1.0845326561843482,19709.0272696896,-33465.94956039071,1307478.3261748403
2023-11-14,1189664.990392,1608.8736780338522,117183.3614107708,1404.7335301943713,19491.470423792372,0.0,4.477106073293e-17,4.861194491603753e-25,-6.874514736177401e-39,7.113726026483935e-09,7945.987112097272,0.7591728593290438,11727.14406584844,-29584.346651961343,1319442.9731336422
2023-11-21,1214996.3979587913,-3234.3940728283064,117183.3614107708,1404.7335301943713,19491.470423792372,0.0,3.1339742513051e-17,2.9167166949622517e-25,-3.437257368088701e-39,4.979608218538754e-09,5562.19097846809,0.5314210015303306,4690.857626339377,-26715.929090976413,1333379.220185558
2023-11-28,1018729.777471695,-24587.523851916172,117183.3614107708,1404.7335301943713,19491.470423792372,0.0,2.1937819759135698e-17,1.7500300169773508e-25,-1.7186286840443503e-39,3.4857257529771277e-09,3893.533684927663,0.3719947010712314,1876.3430505357508,-52891.140347339686,1085100.9273673643
2023-12-05,890528.3677814663,-1648.8032883999251,112196.8353932912,1404.7335301943713,19491.470423792372,0.0,1.5356473831394987e-17,1.0500180101864106e-25,-8.593143420221752e-40,2.4400080270839892e-09,2725.4735794493645,0.260396290749862,4974.129480578146,-25045.127509351812,1004627.3397873132
2023-12-12,890528.3677814663,-2295.2316722115474,112196.8353932912,1404.7335301943713,19491.470423792372,0.0,1.0749531681976491e-17,6.300108061118463e-26,-4.296571710110876e-40,1.7080056189587923e-09,1907.8315056145548,158.66025705970736,9145.692038436708,-22113.609601071257,1010424.7496565742
2023-12-19,641687.9986808839,-12000.881970447866,112196.8353932912,1404.7335301943713,19491.470423792372,0.0,7.524672177383542e-18,3.7800648366710775e-26,-2.148285855055438e-40,1.1956039332711544e-09,1335.4820539301882,800.0871546427039,13958.698120377578,-22838.1118654946,756036.311521171
2023-12-26,694358.8223750527,-3528.878617087525,112196.8353932912,1404.7335301943713,19491.470423792372,32758.013907246874,5.26727052416848e-18,2.2680389020026465e-26,-1.074142927527719e-40,8.369227532898081e-10,934.8374377511317,958.2334929437842,12931.801499366351,-35140.82315839672,836365.0462841553
2024-01-02,928260.4195252779,-14177.426243350126,127987.50111530989,1404.7335301943713,0.0,57326.52433768203,3.687089366917936e-18,1.360823341201588e-26,-5.370714637638595e-41,5.858459273028656e-10,654.3862064257921,1024.2952141309024,9441.39126454646,-22476.498427248775,1089445.3265229692
2024-01-09,928260.4195252779,-13831.871200158665,127987.50111530989,1404.7335301943713,0.0,57326.52433768203,2.5809625568425545e-18,8.164940047209528e-27,-2.6853573188192974e-41,4.1009214911200594e-10,458.07034449805445,717.0066498916316,7497.31321183409,-24985.84646294664,1084833.8510515832
2024-01-16,928260.4195252779,5507.424539198564,127987.50111530989,1404.7335301943713,0.0,57326.52433768203,1.806673789789788e-18,4.898964028325717e-27,-1.3426786594096487e-41,2.8706450437840417e-10,320.6492411486381,501.904654924142,4610.510809469446,-18354.45114679558,1107565.2166064095
2024-01-23,953591.8270920693,4106.721382498217,127987.50111530989,1404.7335301943713,0.0,87669.66685826144,1.2646716528528515e-18,2.93937841699543e-27,-6.713393297048244e-42,2.009451530648829e-10,224.45446880404668,351.3332584468994,3049.157186273434,-15811.956691720537,1162573.4382001373
2024-01-30,966728.9457379727,-6274.008510346397,127987.50111530989,1404.7335301943713,0.0,110560.1077071196,8.85270156996996e-19,1.763627050197258e-27,-3.356696648524122e-42,1.4066160714541803e-10,157.11812816283268,245.93328091282953,1219.6628745093738,-22211.63943574077,1179818.3544280948
2024-02-06,982116.3562230504,-8356.339607002392,109703.57238455128,1404.7335301943713,0.0,110560.1077071196,6.196891098978972e-19,1.0581762301183546e-27,-1.678348324262061e-42,9.846312500179261e-11,109.98268971398286,172.15329663898066,487.86514980374955,-26050.6069043448,1170147.824469725
2024-02-13,1079608.3290433078,-14398.410690737383,109703.57238455128,1404.7335301943713,0.0,110560.1077071196,4.33782376928528e-19,6.349057380710128e-28,-8.391741621310304e-43,6.892418750125482e-11,76.987882799788,120.50730764728644,195.14605992149984,-26090.771284227543,1261180.2019405763
2024-02-20,1061704.3294292507,-3921.5640873331718,109703.57238455128,1404.7335301943713,0.0,110560.1077071196,3.036476638499696e-19,3.8094344284260763e-28,-4.195870810655152e-43,4.824693125087837e-11,53.8915179598516,84.3551153531005,78.05842396859994,-18509.910010113494,1261157.5740109505
2024-02-27,1187760.9331907835,4809.663158288213,109703.57238455128,1404.7335301943713,0.0,110560.1077071196,2.125533646949787e-19,2.2856606570556457e-28,-2.097935405327576e-43,3.3772851875614856e-11,13899.822184867384,59.04858074717035,6016.150308985426,-39705.16300813916,1394508.8680373975
2024-03-05,1231021.974849774,2083.3140255574313,108872.48471497139,1404.7335301943713,0.0,110560.1077071196,1.4878735528648508e-19,1.3713963942333875e-28,-1.048967702663788e-43,2.36409963129304e-11,25621.972989464943,41.33400652301924,25717.509818515216,-36483.86866947216,1468839.5629726476
2024-03-12,1231021.974849774,5951.320095976944,108872.48471497139,1404.7335301943713,0.0,110560.1077071196,1.0415114870053955e-19,8.228378365400324e-29,-5.24483851331894e-44,1.6548697419051276e-11,33487.34341403107,28.933804566113466,23973.36486918614,-3496.698572481872,1511803.5644133375
2024-03-19,1256353.3824165654,31301.588494347714,108872.48471497139,1404.7335301943713,0.0,47458.95127929331,7.290580409037768e-20,4.937027019240194e-29,-2.62241925665947e-44,1.1584088193335894e-11,32748.611456049828,20.253663196279426,17358.490449417113,-11722.994729545433,1483795.5012744898
