Date,svol_xf,margin_xf,c,d_jan,d_feb,d_mar,d_apr,d_may,d_jun,d_jul,d_aug,d_sep,d_oct,d_nov,d_dec,school_easter,school_holidays,school_ht_feb,school_ht_may,school_ht_oct,school_summer,school_xmas,payday_25,payday_lf,bh_aug,bh_boxd,bh_easter,bh_eastmon,bh_goodfri,bh_lastmay,bh_mayday,bh_ny,bh_xmas,day_fathers,day_mothers,day_valentine,trend_2007,trend_2008,trend_2009,trend_2010,trend_2011,ww_nat_dlta_maxtemp,ww_nat_dlta_mintemp,ww_nat_dlta_rain,ww_nat_dlta_sun,ww_nat_lta_maxtemp,ww_nat_lta_mintemp,ww_nat_lta_sun,ww_nat_maxtemp,ww_nat_lta_rain,ww_nat_mintemp,ww_nat_rain,ww_nat_sun,gfk_climmajpurch,gfk_consconf,gfk_econlst12msnth,gfk_econnxt12mnths,gfk_hhlst12mnths,gfk_hhnxt12mnths,oecd_bci,oecd_cci,oecd_cp_all,oecd_cp_energy,oecd_cp_food,oecd_cp_housing,oecd_cp_nfne,oecd_cp_service,oecd_gdp,oecd_gdp_2000base,oecd_hcp_all,oecd_intrate,oecd_unemploy,rsi_nfood_val_sa,rsi_nfood_vol_sa,rsi_val_sa,rsi_vol_sa,dist_xf,price_se_xf,price_se_lor,price_se_mayb,price_se_no7,prom_tft,prom_gwp,pos_ge,pos_pps,pos_fsdu,m_wow_tv,m_wow_olv,m_wow_social,m_wow_tot,m_amaze_tv,m_amaze_outdoor,m_amaze_display,m_amaze_tot,m_celeb_tv,m_celeb_outdoor,m_celeb_display,m_celeb_tot,xf_total,comp_lor_tot,comp_mayb_tot,comp_no7_tot,svol_xf_add,random,error
2021-04-27,571144.1139748474,0.9,1,0.0,0.0,0.0,0.571428571428571,0.428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1428571428574,17.2857142857142,0.0,0.0,0.0,-0.477798835424593,-0.6603762634209,1.40015845862976,-0.858806295722097,13.6609157606517,6.07699959013119,5.09776732682616,13.1831169252271,1.67776360922919,5.41662332671029,3.07792206785895,4.23896103110406,-24,-24,-53,-38,-8,0,100.416,99.01727,107.609,137.7115,113.2,109.9071,104.2913,108.9931,1445580,1165251.08903842,107.609,4.63999999999999,5.09999999999999,103.8,108.3,106.0,105.5,0.81,9.21644408598117,9.315,9.03226180976868,10.1433982683991,1.0,0.0,0.0,0.0,0.0,0.0,3758.3546875,0.0,3758.3546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7516.709375,397814,0,239294,914223.6313408379,0.9901536723733831,0.11660763901733935
2021-05-04,658162.1852125216,0.9,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857142,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52.1428571428574,18.2857142857142,0.0,0.0,0.0,4.9442587265411,2.75778395060116,-1.11589135830954,1.31574130743199,14.1713257707868,6.52533292260741,5.29724576438557,19.1155844973279,1.77043681854453,9.28311687320857,0.654545460234988,6.61298707181757,-32,-29,-58,-39,-11,-4,99.98701,98.08121,108.309,140.9117,115.1,109.9288,104.5913,109.4052,1445580,1165251.08903842,108.309,4.87,5.3,108.6,113.5,110.2,109.2,0.81,9.21644408598117,9.315,9.03226180976868,10.1433982683992,1.0,0.0,0.0,0.0,0.0,0.0,2852.2946375,0.0,2852.2946375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5704.589275,155346,0,173341,987320.2948188299,0.9809354342111946,0.10367319275977523
2021-05-11,622305.0491592323,0.9,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1428571428574,19.2857142857142,0.0,0.0,0.0,0.755792550500774,1.08716619265548,-1.28897910776295,0.524369537923887,14.7545970747512,7.06218448765861,5.36524085246058,15.510389625252,1.78118690285421,8.1493506803141,0.492207795091263,5.88961039038447,-32,-29,-58,-39,-11,-4,99.98701,98.08121,108.309,140.9117,115.1,109.9288,104.5913,109.4052,1445580,1165251.08903842,108.309,4.87,5.3,108.6,113.5,110.2,109.2,0.81,9.21644408598117,9.315,9.03226180976868,10.1433982683993,1.0,0.0,0.0,0.0,0.0,0.0,1358.6587,0.0,1358.6587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2717.3174,47245,0,240806,962545.3542963288,0.4074082666941651,-0.01171084900523199
2021-05-18,575477.5346746158,0.9,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1428571428574,20.2857142857142,0.0,0.0,0.0,-0.445688899820977,-1.21947928416773,-1.40167145580814,0.045885934177389,15.188546040201,7.53246628894943,5.38658159225227,14.74285714038,1.85361951990935,6.31298700478169,0.451948064101206,5.43246752642965,-32,-29,-58,-39,-11,-4,99.98701,98.08121,108.309,140.9117,115.1,109.9288,104.5913,109.4052,1445580,1165251.08903842,108.309,4.87,5.3,108.6,113.5,110.2,109.2,0.81,9.21644408598117,9.315,9.03226180976868,10.1433982683994,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,0.0,1358.6587,0.0,1358.6587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2717.3174,170388,0,277468,939867.7332397368,0.6953501429432181,0.025553666216816658
2021-05-25,478638.38746110385,0.9,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714285714285714,0.0,0.714285714285714,0.0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,52.1428571428574,21.2857142857142,0.0,0.0,0.0,-0.0521549230252282,1.11589593383637,1.7250298635497,-2.27192624204051,15.7781289564304,8.0594287414883,5.47192624627864,15.7259740334052,1.90354155890644,9.17532467532467,3.62857142245614,3.20000000423812,-32,-29,-58,-39,-11,-4,99.98701,98.08121,108.309,140.9117,115.1,109.9288,104.5913,109.4052,1445580,1165251.08903842,108.309,4.87,5.3,108.6,113.5,110.2,109.2,0.81,9.21644408598117,9.315,9.03226180976868,10.1433982683995,0.0,1.0,0.0,0.0,0.0,0.0,32780.4587,0.0,32780.4587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65560.9174,477844,0,453518,790955.9194197448,0.8113911426057869,0.044151717295905196
2021-06-01,440090.7660000674,0.9,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1428571428574,22.2857142857142,0.0,0.0,0.0,0.27407058736542,0.310490261288512,0.17982094361297,-0.719562341863388,16.2934619520022,8.57912013451456,5.47670521377194,16.5675325393676,1.81368558182458,8.88961039580308,1.99350652543755,4.75714287190855,-35,-34,-66,-45,-17,-9,99.79696,96.96674,109.0091,144.7121,117.5,110.081,104.9912,109.8295,1445580,1165251.08903842,109.0091,5.21,5.4,103.9,108.5,106.6,104.9,0.81,9.21644408598117,9.315,9.03226180976868,10.1433982683996,0.0,1.0,0.0,0.0,0.0,0.0,43254.3887,0.0,43254.3887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86508.7774,188035,127998,188998,717685.1980209046,0.5770812569337823,0.009721609546016155
2021-06-08,490622.20026904537,0.9,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1428571428574,23.2857142857142,0.0,0.0,0.0,0.141344729122461,-0.370053362562941,-1.12694291217853,1.36717200509935,16.9404735170997,9.22200141946514,5.46529554161136,17.0818182462221,1.78928057453554,8.8519480569022,0.662337662357014,6.83246754671072,-35,-34,-66,-45,-17,-9,99.79696,96.96674,109.0091,144.7121,117.5,110.081,104.9912,109.8295,1445580,1165251.08903842,109.0091,5.21,5.4,103.9,108.5,106.6,104.9,0.81,9.21644408598117,9.315,9.03226180976868,10.1433982683997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53404,55066,123392,795247.3178591923,0.9557422915209187,0.08516407073211202
2021-06-15,497549.30015412887,0.9,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52.1428571428574,24.2857142857142,0.0,0.0,0.0,-1.51370271580163,-1.64199174116164,0.200994398602148,-0.685723183306931,17.4059105798446,9.68355020191742,5.56494398056392,15.892207864043,1.8600445646236,8.04155846075578,2.06103896322575,4.87922079725698,-35,-34,-66,-45,-17,-9,99.79696,96.96674,109.0091,144.7121,117.5,110.081,104.9912,109.8295,1445580,1165251.08903842,109.0091,5.21,5.4,103.9,108.5,106.6,104.9,0.81,9.21644408598117,9.315,9.03226180976868,10.1433982683998,0.5714285714285714,0.42857142857142855,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210362,664,191015,781769.0641760351,0.8513762995026757,0.05211771985145134
2021-06-22,555543.6987308036,0.9,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,52.1428571428574,25.2857142857142,0.0,0.0,0.0,-0.726090049583277,-0.405279169337097,-0.196375571674527,-0.261296615905989,17.8845316303185,10.3039804407905,5.25610182350296,17.1584415807352,1.87949245264332,9.89870127145346,1.68311688096879,4.99480520759697,-35,-34,-66,-45,-17,-9,99.79696,96.96674,109.0091,144.7121,117.5,110.081,104.9912,109.8295,1445580,1165251.08903842,109.0091,5.21,5.4,103.9,108.5,106.6,104.9,0.81,9.21644408598117,9.315,9.03226180976868,10.1433982683999,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202984,0,1230046,751436.8567309937,0.3151927703922023,-0.024059213410512915
2021-06-29,534022.6026873402,0.9,1,0.0,0.0,0.0,0.0,0.0,0.285714285714285,0.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1428571428574,26.2857142857142,0.0,0.0,0.0,0.156528866083035,-0.603181443987312,0.823054936419163,0.761008726755146,17.9928217584968,10.6057788961262,4.9688613957031,18.1493506245798,1.95356842516758,10.0025974521389,2.77662336158675,5.72987012245825,-35,-34,-66,-45,-17,-9,99.79696,96.96674,109.0091,144.7121,117.5,110.081,104.9912,109.8295,1445580,1165251.08903842,109.0091,5.21,5.4,103.9,108.5,106.6,104.9,0.81,9.21644408598117,9.315,9.03226180976868,10.1433982684,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441732,9230,472862,730634.469208086,0.6068615236418654,0.013557416413839455
2021-07-06,517222.87915145914,0.9,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1428571428574,27.2857142857142,0.0,0.0,0.0,-2.2557730440914,-0.435574499108257,3.19082971802813,-2.37902581527277,18.2700586865419,10.8901199709932,5.00629854066833,16.0142856424505,1.95332611794175,10.4545454718849,5.14415583596988,2.62727272539556,-37,-39,-69,-52,-20,-18,99.40104,96.05453,109.0091,145.8121,118.4,110.568,104.7913,110.8901,1445580,1165251.08903842,109.0091,5.05,5.7,104.1,108.7,107.3,105.2,0.81,9.21644408598117,9.315,9.03226180976868,10.1433982684001,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,127576.03211012577,0.0,127576.03211012577,0.0,0.0,0.0,0.0,255152.06422025154,5390,39550,144440,761955.7472669199,0.7838798119651051,0.03926818341600108
2021-07-13,425707.0535330833,0.9,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1428571428574,28.2857142857142,0.0,0.0,0.0,-1.15363339735196,0.485320223123282,-0.675470970335965,-1.77218830031478,18.5003866911696,10.984809694071,5.17868182060638,17.3467532938176,1.99754890456704,11.4701299171943,1.32207793423107,3.40649352029159,-37,-39,-69,-52,-20,-18,99.40104,96.05453,109.0091,145.8121,118.4,110.568,104.7913,110.8901,1445580,1165251.08903842,109.0091,5.05,5.7,104.1,108.7,107.3,105.2,0.81,9.92,10.116,9.02,10.42969410358798,0.42857142857142855,0.5714285714285714,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,123275.90204669355,180899.85984270243,0.0,304175.761889396,0.0,0.0,0.0,0.0,608351.523778792,82067,120809,238764,686098.9438705649,0.6194592275803216,0.01520304170485132
2021-07-20,474768.81473904883,0.9,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285714285714285,0.0,0.0,0.0,0.285714285714285,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,52.1428571428574,29.2857142857142,0.0,0.0,0.0,1.13990993293968,-0.0260516349637358,-1.95582383296822,1.36549733417052,18.8977523997685,11.3208568087137,5.14359357370119,20.0376623327081,2.0142653911195,11.29480517375,0.058441558151276,6.50909090787172,-37,-39,-69,-52,-20,-18,99.40104,96.05453,109.0091,145.8121,118.4,110.568,104.7913,110.8901,1445580,1165251.08903842,109.0091,5.05,5.7,104.1,108.7,107.3,105.2,0.81,9.92,10.116,9.02,10.42969410358798,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427316.94892147236,156149.8173592938,0.0,583466.7662807661,0.0,0.0,0.0,0.0,1166933.5325615322,140414,130962,267000,769387.4127228969,0.4853705704094212,-0.0018339382189256207
2021-07-27,403955.1171663068,0.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.714285714285714,0.285714285714285,0.0,0.0,0.0,0.0,0.0,0.714285714285714,0.0,0.0,0.0,0.714285714285714,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1428571428574,30.2857142857142,0.0,0.0,0.0,1.6323937752824,1.33090733512933,1.86498102802457,-0.153209211742867,19.1065671596414,11.579482267829,4.90905336385205,20.7389609349238,2.13242159807726,12.9103896029583,3.99740262610184,4.75584415210919,-37,-39,-69,-52,-20,-18,99.40104,96.05453,109.0091,145.8121,118.4,110.568,104.7913,110.8901,1445580,1165251.08903842,109.0091,5.05,5.7,104.1,108.7,107.3,105.2,0.81,9.92,10.116,9.02,10.42969410358798,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397683.3186217863,119583.74358647363,0.0,517267.06220825994,0.0,0.0,0.0,0.0,1034534.1244165199,440908,230820,399110,704942.3751708913,0.9547696316686431,0.0846486158488655
2021-08-03,407951.778486451,0.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.714285714285714,0.0,0.0,0.0,0.714285714285714,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1428571428574,31.2857142857142,0.0,0.0,0.0,-1.11859794910137,0.0622231642389286,1.94133870991801,-2.7324144248371,19.0354811204801,11.6221923929288,4.75319364224904,17.9168831713787,2.18723271824701,11.6844155571677,4.12857142816503,2.02077921741194,-38,-36,-69,-47,-16,-12,98.7470699999999,95.73392,109.7091,146.4122,120.0,110.8506,105.3912,111.3596,1445580,1165251.08903842,109.7091,4.73,5.8,104.6,109.8,107.7,105.8,0.81,9.92,10.116,9.02,10.42969410358798,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102239.22449590266,132247.38112006968,0.0,234486.60561597234,0.0,0.0,0.0,0.0,468973.2112319447,48876,142496,152815,738364.6344300937,0.9838369972196783,0.10701780121496629
2021-08-10,370084.657309285,0.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.714285714285714,0.0,0.0,0.0,0.714285714285714,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1428571428574,32.2857142857142,0.0,0.0,0.0,-1.65328230663652,-0.554312763129559,3.36288642498235,-1.16386030634582,18.6857498638748,11.351715374156,4.74437979058091,17.0324675572382,2.15269798870555,10.7974026110265,5.5155844136879,3.58051948423509,-38,-36,-69,-47,-16,-12,98.7470699999999,95.73392,109.7091,146.4122,120.0,110.8506,105.3912,111.3596,1445580,1165251.08903842,109.7091,4.73,5.8,104.6,109.8,107.7,105.8,0.81,9.92,10.116,9.02,10.42969410358798,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128678.2903292423,174075.0351054119,0.0,302753.3254346542,0.0,0.0,0.0,0.0,605506.6508693084,213292,115933,138383,683130.7264976026,0.843804600818117,0.050510906148099825
2021-08-17,410052.2861409634,0.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.714285714285714,0.0,0.0,0.0,0.714285714285714,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1428571428574,33.2857142857142,0.0,0.0,0.0,-1.07147631281025,0.210954201893331,0.89707175035457,-2.01034433933967,18.1818659727413,10.9007341023637,4.71943523364553,17.1103896599311,2.07825292450565,11.111688304257,2.97532467486022,2.70909089430586,-38,-36,-69,-47,-16,-12,98.7470699999999,95.73392,109.7091,146.4122,120.0,110.8506,105.3912,111.3596,1445580,1165251.08903842,109.7091,4.73,5.8,104.6,109.8,107.7,105.8,0.81,9.92,10.116,9.02,10.42969410358798,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97886.73488856688,177773.24627638728,0.0,275659.98116495414,0.0,0.0,0.0,0.0,551319.9623299083,209529,31238,148076,746281.3487938985,0.08410599604663771,-0.06889859046666748
2021-08-24,471205.3692173171,0.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.714285714285714,0.0,0.0,0.0,0.714285714285714,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,52.1428571428574,34.2857142857142,0.0,0.0,0.0,0.262724963588154,2.81486197410068,-1.63031218517133,-3.00029012422815,17.9814309202009,10.5072159504543,4.8002901291823,18.244155883789,1.94719530546043,13.322077924555,0.316883120289096,1.80000000495415,-38,-36,-69,-47,-16,-12,98.7470699999999,95.73392,109.7091,146.4122,120.0,110.8506,105.3912,111.3596,1445580,1165251.08903842,109.7091,4.73,5.8,104.6,109.8,107.7,105.8,0.81,9.92,10.116,9.02,10.42969410358798,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95795.95025987904,165086.54549828955,0.0,260882.49575816857,0.0,0.0,0.0,0.0,521764.99151633715,79668,394,194801,810537.9412719951,0.3049342917971193,-0.025513052713202575
2021-08-31,393021.83882450947,0.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857142857142,0.857142857142857,0.0,0.0,0.0,0.0,0.142857142857142,0.0,0.0,0.0,0.142857142857142,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1428571428574,35.2857142857142,0.0,0.0,0.0,-2.11757855680836,-0.469225383274879,5.97653468649623,-2.07633824884209,17.7669293423982,10.2562383442785,4.68542915772013,15.6493507855898,1.84684193386145,9.78701296100368,7.82337662035768,2.60909090887803,-38,-36,-69,-47,-16,-12,98.7470699999999,95.73392,109.7091,146.4122,120.0,110.8506,105.3912,111.3596,1445580,1165251.08903842,109.7091,4.73,5.8,104.6,109.8,107.7,105.8,0.81,9.92,10.116,9.02,10.42969410358798,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218696.19161168282,118929.93160198414,0.0,337626.12321366696,0.0,0.0,0.0,0.0,675252.2464273339,439192,75430,560311,742823.3999280896,0.9687165537914952,0.09311284325779007
2021-09-07,505727.7738757203,0.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1428571428574,36.2857142857143,0.0,0.0,0.0,-1.03450101390347,0.559508363884803,0.29004481517411,-2.38384649725684,17.244890621816,9.91192024717698,4.39423610422112,16.2103896079125,1.8346305188096,10.4714286110617,2.12467533398371,2.01038960696427,-32,-32,-62,-40,-19,-11,97.9508199999999,95.57922,110.3092,154.4129,119.6,111.2115,105.4912,110.3562,1445580,1165251.08903842,110.3092,4.57,6.0,103.5,109.0,107.6,105.6,0.81,9.92,10.116,9.02,10.42969410358798,0.5714285714285714,0.42857142857142855,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,210102.43882477385,104823.65931150793,0.0,314926.09813628177,0.0,0.0,0.0,0.0,629852.1962725635,272204,0,270181,833931.6712430416,0.5277443564035058,0.0034800470975054724
2021-09-14,586193.8783183676,0.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1428571428574,37.2857142857143,0.0,0.0,0.0,-0.685666459700762,-0.772524679037548,-1.02768769590846,-0.630177337344676,16.4519002630906,9.45823893007276,4.02628122493362,15.7662338033899,2.06275264117199,8.68571425103522,1.03506494526352,3.39610388758894,-32,-32,-62,-40,-19,-11,97.9508199999999,95.57922,110.3092,154.4129,119.6,111.2115,105.4912,110.3562,1445580,1165251.08903842,110.3092,4.57,6.0,103.5,109.0,107.6,105.6,0.81,9.92,10.116,9.02,10.42969410358798,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252220,0,311060,881998.0269393408,0.5363726686103704,0.004564972010555348
2021-09-21,615467.8141934691,0.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,52.1428571428574,38.2857142857143,0.0,0.0,0.0,0.205775731486396,-0.94264650970087,-1.84969687363223,0.786759421722098,15.5201982895334,8.90498418628172,3.55479903779514,15.7259740210198,2.08346310753393,7.96233767658085,0.233766233901698,4.34155845951724,-32,-32,-62,-40,-19,-11,97.9508199999999,95.57922,110.3092,154.4129,119.6,111.2115,105.4912,110.3562,1445580,1165251.08903842,110.3092,4.57,6.0,103.5,109.0,107.6,105.6,0.81,9.92,10.116,9.02,10.42969410358798,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209438,2057,331898,864401.3229299112,0.7014136947223991,0.026423539866630985
2021-09-28,537404.8207111512,0.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428571428571428,0.571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1428571428574,39.2857142857143,0.0,0.0,0.0,-2.21271112753476,-2.21931109792699,2.11622546597606,0.0414984857384517,14.743879941364,8.31671370539271,3.31044955239216,12.5311688138293,2.16039788835362,6.09740260746571,4.27662335432969,3.35194803813061,-32,-32,-62,-40,-19,-11,97.9508199999999,95.57922,110.3092,154.4129,119.6,111.2115,105.4912,110.3562,1445580,1165251.08903842,110.3092,4.57,6.0,103.5,109.0,107.6,105.6,0.81,9.92,10.116,9.02,10.42969410358798,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83523,0,475558,827294.6267159409,0.92492237726472,0.07194916657188655
2021-10-05,555498.7417053066,0.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1428571428574,40.2857142857143,0.0,0.0,0.0,0.807821654413607,-0.93415171131594,-0.696435825880449,0.815508594929922,13.8778926833192,7.66142441226973,3.10916675107147,14.6857143377328,2.50163062575341,6.72727270095379,1.80519479987296,3.9246753460014,-43,-36,-72,-37,-18,-12,97.17435,95.17435,110.0092,149.9125,120.1,112.055,105.4912,110.7441,1445580,1165251.08903842,110.0092,4.58,6.2,101.5,107.1,107.1,105.2,0.81,9.92,10.116,9.02,10.42969410358798,1.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,321729,838762.3778306618,0.8425163607456208,0.05024268740500059
2021-10-12,487985.146622302,0.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1428571428574,41.2857142857144,0.0,0.0,0.0,0.274903654672686,0.154007250972145,-1.59156707902297,-0.0520672827592606,13.1173041102872,6.92521353939547,2.97804129195496,13.3922077649599,2.66819045407882,7.07922079036762,1.07662337505585,2.9259740091957,-43,-36,-72,-37,-18,-12,97.17435,95.17435,110.0092,149.9125,120.1,112.055,105.4912,110.7441,1445580,1165251.08903842,110.0092,4.58,6.2,101.5,107.1,107.1,105.2,0.81,9.92,10.116,9.02,10.42969410358798,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,493708,751766.5185724761,0.25528225265872817,-0.03289794779991704
2021-10-19,524908.6708932631,0.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1428571428574,42.2857142857144,0.0,0.0,0.0,-0.144318979725792,-0.281291235071849,0.89249087085052,0.0138693734066798,12.4183448843936,6.42025228674725,2.84457218408662,12.2740259046678,2.7010155937632,6.1389610516754,3.59350646461372,2.8584415574933,-43,-36,-72,-37,-18,-12,97.17435,95.17435,110.0092,149.9125,120.1,112.055,105.4912,110.7441,1445580,1165251.08903842,110.0092,4.58,6.2,101.5,107.1,107.1,105.2,0.81,9.92,10.116,9.02,10.42969410358798,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,439723,799366.57423127,0.3037003541565513,-0.025689364984148873
